project,version,tracer,kind,zrange,region,weight,close pair correction,available,data type,directory
full_shape/base,glam-uchuu-v2-altmtl,LRG,mesh2_spectrum_poles,0.4-0.6,NGC,default-noimsys-FKP,None,98,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,mesh2_spectrum_poles,0.4-0.6,SGC,default-noimsys-FKP,None,98,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,mesh2_spectrum_poles,0.6-0.8,GCcomb,default-noimsys-FKP,None,98,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,mesh2_spectrum_poles,0.6-0.8,NGC,default-noimsys-FKP,None,98,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,mesh2_spectrum_poles,0.6-0.8,SGC,default-noimsys-FKP,None,98,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,mesh2_spectrum_poles,0.8-1.1,GCcomb,default-noimsys-FKP,None,98,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,mesh2_spectrum_poles,0.8-1.1,NGC,default-noimsys-FKP,None,98,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,mesh2_spectrum_poles,0.8-1.1,SGC,default-noimsys-FKP,None,98,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,mesh3_spectrum_sugiyama-diagonal_poles,0.4-0.6,GCcomb,default-FKP,None,1007,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,mesh3_spectrum_sugiyama-diagonal_poles,0.4-0.6,NGC,default-FKP,None,1007,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,mesh3_spectrum_sugiyama-diagonal_poles,0.4-0.6,SGC,default-FKP,None,1007,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,mesh3_spectrum_sugiyama-diagonal_poles,0.6-0.8,GCcomb,default-FKP,None,1007,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,mesh3_spectrum_sugiyama-diagonal_poles,0.6-0.8,NGC,default-FKP,None,1007,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,mesh3_spectrum_sugiyama-diagonal_poles,0.6-0.8,SGC,default-FKP,None,1007,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,mesh3_spectrum_sugiyama-diagonal_poles,0.8-1.1,GCcomb,default-FKP,None,1007,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,mesh3_spectrum_sugiyama-diagonal_poles,0.8-1.1,NGC,default-FKP,None,1007,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,mesh3_spectrum_sugiyama-diagonal_poles,0.8-1.1,SGC,default-FKP,None,1007,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,mesh3_spectrum_sugiyama-diagonal_poles,0.4-0.6,GCcomb,default-noimsys-FKP,None,98,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,mesh3_spectrum_sugiyama-diagonal_poles,0.4-0.6,NGC,default-noimsys-FKP,None,98,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,mesh3_spectrum_sugiyama-diagonal_poles,0.4-0.6,SGC,default-noimsys-FKP,None,98,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,mesh3_spectrum_sugiyama-diagonal_poles,0.6-0.8,GCcomb,default-noimsys-FKP,None,98,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,mesh3_spectrum_sugiyama-diagonal_poles,0.6-0.8,NGC,default-noimsys-FKP,None,98,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,mesh3_spectrum_sugiyama-diagonal_poles,0.6-0.8,SGC,default-noimsys-FKP,None,98,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,mesh3_spectrum_sugiyama-diagonal_poles,0.8-1.1,GCcomb,default-noimsys-FKP,None,98,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,mesh3_spectrum_sugiyama-diagonal_poles,0.8-1.1,NGC,default-noimsys-FKP,None,98,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,mesh3_spectrum_sugiyama-diagonal_poles,0.8-1.1,SGC,default-noimsys-FKP,None,98,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,particle2_correlation_smu,0.4-0.6,GCcomb,default-FKP,None,1007,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,particle2_correlation_smu,0.4-0.6,NGC,default-FKP,None,1007,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,particle2_correlation_smu,0.4-0.6,SGC,default-FKP,None,1007,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,particle2_correlation_smu,0.6-0.8,GCcomb,default-FKP,None,1007,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,particle2_correlation_smu,0.6-0.8,NGC,default-FKP,None,1007,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,particle2_correlation_smu,0.6-0.8,SGC,default-FKP,None,1007,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,particle2_correlation_smu,0.8-1.1,GCcomb,default-FKP,None,1007,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,particle2_correlation_smu,0.8-1.1,NGC,default-FKP,None,1007,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,particle2_correlation_smu,0.8-1.1,SGC,default-FKP,None,1007,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,QSO,mesh2_spectrum_poles,0.8-2.1,GCcomb,default-FKP,None,1007,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,QSO,mesh2_spectrum_poles,0.8-2.1,NGC,default-FKP,None,1007,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,QSO,mesh2_spectrum_poles,0.8-2.1,SGC,default-FKP,None,1007,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,QSO,mesh2_spectrum_poles,0.8-2.1,GCcomb,default-FKP,auw,1007,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,QSO,mesh2_spectrum_poles,0.8-2.1,NGC,default-FKP,auw,1007,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,QSO,mesh2_spectrum_poles,0.8-2.1,SGC,default-FKP,auw,1007,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,QSO,mesh2_spectrum_poles,0.8-2.1,GCcomb,default-FKP,thetacut,1007,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,QSO,mesh2_spectrum_poles,0.8-2.1,NGC,default-FKP,thetacut,1007,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,QSO,mesh2_spectrum_poles,0.8-2.1,SGC,default-FKP,thetacut,1007,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,QSO,mesh2_spectrum_poles,0.8-2.1,GCcomb,default-noimsys-FKP,None,98,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,QSO,mesh2_spectrum_poles,0.8-2.1,NGC,default-noimsys-FKP,None,98,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,QSO,mesh2_spectrum_poles,0.8-2.1,SGC,default-noimsys-FKP,None,98,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,QSO,mesh3_spectrum_sugiyama-diagonal_poles,0.8-2.1,GCcomb,default-FKP,None,1007,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,QSO,mesh3_spectrum_sugiyama-diagonal_poles,0.8-2.1,NGC,default-FKP,None,1007,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,QSO,mesh3_spectrum_sugiyama-diagonal_poles,0.8-2.1,SGC,default-FKP,None,1007,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,QSO,mesh3_spectrum_sugiyama-diagonal_poles,0.8-2.1,GCcomb,default-noimsys-FKP,None,98,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,QSO,mesh3_spectrum_sugiyama-diagonal_poles,0.8-2.1,NGC,default-noimsys-FKP,None,98,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,QSO,mesh3_spectrum_sugiyama-diagonal_poles,0.8-2.1,SGC,default-noimsys-FKP,None,98,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,QSO,particle2_correlation_smu,0.8-2.1,GCcomb,default-FKP,None,1007,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,QSO,particle2_correlation_smu,0.8-2.1,NGC,default-FKP,None,1007,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,QSO,particle2_correlation_smu,0.8-2.1,SGC,default-FKP,None,1007,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-bgs-altmtl,BGS_BRIGHT-21.35,mesh2_spectrum_poles,0.1-0.4,GCcomb,default-FKP,None,999,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-bgs-altmtl
full_shape/base,glam-uchuu-bgs-altmtl,BGS_BRIGHT-21.35,mesh2_spectrum_poles,0.1-0.4,NGC,default-FKP,None,999,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-bgs-altmtl
full_shape/base,glam-uchuu-bgs-altmtl,BGS_BRIGHT-21.35,mesh2_spectrum_poles,0.1-0.4,SGC,default-FKP,None,999,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-bgs-altmtl
full_shape/base,glam-uchuu-bgs-altmtl,BGS_BRIGHT-21.35,mesh2_spectrum_poles,0.1-0.4,GCcomb,default-FKP,auw,999,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-bgs-altmtl
full_shape/base,glam-uchuu-bgs-altmtl,BGS_BRIGHT-21.35,mesh2_spectrum_poles,0.1-0.4,NGC,default-FKP,auw,999,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-bgs-altmtl
full_shape/base,glam-uchuu-bgs-altmtl,BGS_BRIGHT-21.35,mesh2_spectrum_poles,0.1-0.4,SGC,default-FKP,auw,999,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-bgs-altmtl
full_shape/base,glam-uchuu-bgs-altmtl,BGS_BRIGHT-21.35,mesh2_spectrum_poles,0.1-0.4,GCcomb,default-FKP,thetacut,999,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-bgs-altmtl
full_shape/base,glam-uchuu-bgs-altmtl,BGS_BRIGHT-21.35,mesh2_spectrum_poles,0.1-0.4,NGC,default-FKP,thetacut,999,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-bgs-altmtl
full_shape/base,glam-uchuu-bgs-altmtl,BGS_BRIGHT-21.35,mesh2_spectrum_poles,0.1-0.4,SGC,default-FKP,thetacut,999,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-bgs-altmtl
full_shape/base,glam-uchuu-bgs-altmtl,BGS_BRIGHT-21.35,mesh3_spectrum_sugiyama-diagonal_poles,0.1-0.4,GCcomb,default-FKP,None,999,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-bgs-altmtl
full_shape/base,glam-uchuu-bgs-altmtl,BGS_BRIGHT-21.35,mesh3_spectrum_sugiyama-diagonal_poles,0.1-0.4,NGC,default-FKP,None,999,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-bgs-altmtl
full_shape/base,glam-uchuu-bgs-altmtl,BGS_BRIGHT-21.35,mesh3_spectrum_sugiyama-diagonal_poles,0.1-0.4,SGC,default-FKP,None,999,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-bgs-altmtl
full_shape/base,glam-uchuu-bgs-altmtl,BGS_BRIGHT-21.35,particle2_correlation_smu,0.1-0.4,GCcomb,default-FKP,None,999,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-bgs-altmtl
full_shape/base,glam-uchuu-bgs-altmtl,BGS_BRIGHT-21.35,particle2_correlation_smu,0.1-0.4,NGC,default-FKP,None,999,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-bgs-altmtl
full_shape/base,glam-uchuu-bgs-altmtl,BGS_BRIGHT-21.35,particle2_correlation_smu,0.1-0.4,SGC,default-FKP,None,999,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-bgs-altmtl
full_shape/base,abacus-2ndgen-dr2-altmtl,BGS_ANY-02,mesh2_spectrum_poles,0.1-0.4,GCcomb,default-FKP,None,25,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/abacus-2ndgen-dr2-altmtl
full_shape/base,abacus-2ndgen-dr2-altmtl,BGS_ANY-02,mesh2_spectrum_poles,0.1-0.4,NGC,default-FKP,None,25,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/abacus-2ndgen-dr2-altmtl
full_shape/base,abacus-2ndgen-dr2-altmtl,BGS_ANY-02,mesh2_spectrum_poles,0.1-0.4,SGC,default-FKP,None,25,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/abacus-2ndgen-dr2-altmtl
full_shape/base,abacus-2ndgen-dr2-altmtl,BGS_ANY-02,mesh2_spectrum_poles,0.1-0.4,GCcomb,default-FKP,auw,25,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/abacus-2ndgen-dr2-altmtl
full_shape/base,abacus-2ndgen-dr2-altmtl,BGS_ANY-02,mesh2_spectrum_poles,0.1-0.4,NGC,default-FKP,auw,25,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/abacus-2ndgen-dr2-altmtl
full_shape/base,abacus-2ndgen-dr2-altmtl,BGS_ANY-02,mesh2_spectrum_poles,0.1-0.4,SGC,default-FKP,auw,25,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/abacus-2ndgen-dr2-altmtl
full_shape/base,abacus-2ndgen-dr2-altmtl,BGS_ANY-02,mesh2_spectrum_poles,0.1-0.4,GCcomb,default-FKP,thetacut,25,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/abacus-2ndgen-dr2-altmtl
full_shape/base,abacus-2ndgen-dr2-altmtl,BGS_ANY-02,mesh2_spectrum_poles,0.1-0.4,NGC,default-FKP,thetacut,25,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/abacus-2ndgen-dr2-altmtl
full_shape/base,abacus-2ndgen-dr2-altmtl,BGS_ANY-02,mesh2_spectrum_poles,0.1-0.4,SGC,default-FKP,thetacut,25,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/abacus-2ndgen-dr2-altmtl
full_shape/base,abacus-2ndgen-dr2-altmtl,BGS_ANY-02,mesh2_spectrum_poles,0.1-0.4,NGC,default-FKP_complete,None,25,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/abacus-2ndgen-dr2-altmtl
full_shape/base,abacus-2ndgen-dr2-altmtl,BGS_ANY-02,mesh2_spectrum_poles,0.1-0.4,SGC,default-FKP_complete,None,25,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/abacus-2ndgen-dr2-altmtl
full_shape/base,abacus-2ndgen-dr2-altmtl,BGS_ANY-02,mesh2_spectrum_poles,0.1-0.4,NGC,default-FKP_thetacut_complete,thetacut,25,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/abacus-2ndgen-dr2-altmtl
full_shape/base,abacus-2ndgen-dr2-altmtl,BGS_ANY-02,mesh2_spectrum_poles,0.1-0.4,SGC,default-FKP_thetacut_complete,thetacut,25,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/abacus-2ndgen-dr2-altmtl
full_shape/base,abacus-2ndgen-dr2-altmtl,BGS_ANY-02,mesh3_spectrum_sugiyama-diagonal_poles,0.1-0.4,GCcomb,default-FKP,None,25,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/abacus-2ndgen-dr2-altmtl
full_shape/base,abacus-2ndgen-dr2-altmtl,BGS_ANY-02,mesh3_spectrum_sugiyama-diagonal_poles,0.1-0.4,NGC,default-FKP,None,25,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/abacus-2ndgen-dr2-altmtl
full_shape/base,abacus-2ndgen-dr2-altmtl,BGS_ANY-02,mesh3_spectrum_sugiyama-diagonal_poles,0.1-0.4,SGC,default-FKP,None,25,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/abacus-2ndgen-dr2-altmtl
full_shape/base,abacus-2ndgen-dr2-altmtl,BGS_ANY-02,mesh3_spectrum_sugiyama-diagonal_poles,0.1-0.4,GCcomb,default-FKP,auw,25,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/abacus-2ndgen-dr2-altmtl
full_shape/base,abacus-2ndgen-dr2-altmtl,BGS_ANY-02,mesh3_spectrum_sugiyama-diagonal_poles,0.1-0.4,NGC,default-FKP,auw,25,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/abacus-2ndgen-dr2-altmtl
full_shape/base,abacus-2ndgen-dr2-altmtl,BGS_ANY-02,mesh3_spectrum_sugiyama-diagonal_poles,0.1-0.4,SGC,default-FKP,auw,25,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/abacus-2ndgen-dr2-altmtl
full_shape/base,abacus-2ndgen-dr2-altmtl,BGS_ANY-02,mesh3_spectrum_sugiyama-diagonal_poles,0.1-0.4,NGC,default-FKP_complete,None,25,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/abacus-2ndgen-dr2-altmtl
full_shape/base,abacus-2ndgen-dr2-altmtl,BGS_ANY-02,mesh3_spectrum_sugiyama-diagonal_poles,0.1-0.4,SGC,default-FKP_complete,None,25,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/abacus-2ndgen-dr2-altmtl
full_shape/base,abacus-2ndgen-dr2-altmtl,BGS_ANY-02,particle2_correlation_smu,0.1-0.4,NGC,default-FKP_complete,None,1,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/abacus-2ndgen-dr2-altmtl
full_shape/base,abacus-2ndgen-dr2-altmtl,ELG_LOPnotqso,mesh2_spectrum_poles,0.8-1.1,GCcomb,default-FKP,None,25,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/abacus-2ndgen-dr2-altmtl
full_shape/base,abacus-2ndgen-dr2-altmtl,ELG_LOPnotqso,mesh2_spectrum_poles,0.8-1.1,NGC,default-FKP,None,25,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/abacus-2ndgen-dr2-altmtl
full_shape/base,abacus-2ndgen-dr2-altmtl,ELG_LOPnotqso,mesh2_spectrum_poles,0.8-1.1,SGC,default-FKP,None,25,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/abacus-2ndgen-dr2-altmtl
full_shape/base,abacus-2ndgen-dr2-altmtl,ELG_LOPnotqso,mesh2_spectrum_poles,1.1-1.6,GCcomb,default-FKP,None,25,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/abacus-2ndgen-dr2-altmtl
full_shape/base,abacus-2ndgen-dr2-altmtl,ELG_LOPnotqso,mesh2_spectrum_poles,1.1-1.6,NGC,default-FKP,None,25,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/abacus-2ndgen-dr2-altmtl
full_shape/base,abacus-2ndgen-dr2-altmtl,ELG_LOPnotqso,mesh2_spectrum_poles,1.1-1.6,SGC,default-FKP,None,25,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/abacus-2ndgen-dr2-altmtl
full_shape/base,abacus-2ndgen-dr2-altmtl,ELG_LOPnotqso,mesh2_spectrum_poles,0.8-1.1,GCcomb,default-FKP,auw,25,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/abacus-2ndgen-dr2-altmtl
full_shape/base,abacus-2ndgen-dr2-altmtl,ELG_LOPnotqso,mesh2_spectrum_poles,0.8-1.1,NGC,default-FKP,auw,25,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/abacus-2ndgen-dr2-altmtl
