project,version,tracer,kind,zrange,region,weight,close pair correction,available,data type,directory
bao/base,holi-v3-altmtl,ELG_LOPnotqso,recon_mesh2_spectrum_poles,0.8-1.1,GCcomb,default-FKP,None,42,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/holi-v3-altmtl
bao/base,holi-v3-altmtl,ELG_LOPnotqso,recon_mesh2_spectrum_poles,0.8-1.1,NGC,default-FKP,None,42,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/holi-v3-altmtl
bao/base,holi-v3-altmtl,ELG_LOPnotqso,recon_mesh2_spectrum_poles,0.8-1.1,SGC,default-FKP,None,42,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/holi-v3-altmtl
bao/base,holi-v3-altmtl,ELG_LOPnotqso,recon_mesh2_spectrum_poles,1.1-1.6,GCcomb,default-FKP,None,42,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/holi-v3-altmtl
bao/base,holi-v3-altmtl,ELG_LOPnotqso,recon_mesh2_spectrum_poles,1.1-1.6,NGC,default-FKP,None,42,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/holi-v3-altmtl
bao/base,holi-v3-altmtl,ELG_LOPnotqso,recon_mesh2_spectrum_poles,1.1-1.6,SGC,default-FKP,None,42,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/holi-v3-altmtl
bao/base,holi-v3-altmtl,ELG_LOPnotqso,recon_particle2_correlation_smu,0.8-1.1,GCcomb,default-FKP,None,42,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/holi-v3-altmtl
bao/base,holi-v3-altmtl,ELG_LOPnotqso,recon_particle2_correlation_smu,0.8-1.1,NGC,default-FKP,None,42,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/holi-v3-altmtl
bao/base,holi-v3-altmtl,ELG_LOPnotqso,recon_particle2_correlation_smu,0.8-1.1,SGC,default-FKP,None,42,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/holi-v3-altmtl
bao/base,holi-v3-altmtl,ELG_LOPnotqso,recon_particle2_correlation_smu,1.1-1.6,GCcomb,default-FKP,None,42,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/holi-v3-altmtl
bao/base,holi-v3-altmtl,ELG_LOPnotqso,recon_particle2_correlation_smu,1.1-1.6,NGC,default-FKP,None,42,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/holi-v3-altmtl
bao/base,holi-v3-altmtl,ELG_LOPnotqso,recon_particle2_correlation_smu,1.1-1.6,SGC,default-FKP,None,42,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/holi-v3-altmtl
bao/base,holi-v3-altmtl,LRG,recon_mesh2_spectrum_poles,0.4-0.6,GCcomb,default-FKP,None,114,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/holi-v3-altmtl
bao/base,holi-v3-altmtl,LRG,recon_mesh2_spectrum_poles,0.4-0.6,NGC,default-FKP,None,120,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/holi-v3-altmtl
bao/base,holi-v3-altmtl,LRG,recon_mesh2_spectrum_poles,0.4-0.6,SGC,default-FKP,None,116,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/holi-v3-altmtl
bao/base,holi-v3-altmtl,LRG,recon_mesh2_spectrum_poles,0.6-0.8,GCcomb,default-FKP,None,114,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/holi-v3-altmtl
bao/base,holi-v3-altmtl,LRG,recon_mesh2_spectrum_poles,0.6-0.8,NGC,default-FKP,None,120,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/holi-v3-altmtl
bao/base,holi-v3-altmtl,LRG,recon_mesh2_spectrum_poles,0.6-0.8,SGC,default-FKP,None,116,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/holi-v3-altmtl
bao/base,holi-v3-altmtl,LRG,recon_mesh2_spectrum_poles,0.8-1.1,GCcomb,default-FKP,None,114,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/holi-v3-altmtl
bao/base,holi-v3-altmtl,LRG,recon_mesh2_spectrum_poles,0.8-1.1,NGC,default-FKP,None,117,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/holi-v3-altmtl
bao/base,holi-v3-altmtl,LRG,recon_mesh2_spectrum_poles,0.8-1.1,SGC,default-FKP,None,116,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/holi-v3-altmtl
bao/base,holi-v3-altmtl,LRG,recon_particle2_correlation_smu,0.4-0.6,GCcomb,default-FKP,None,114,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/holi-v3-altmtl
bao/base,holi-v3-altmtl,LRG,recon_particle2_correlation_smu,0.4-0.6,NGC,default-FKP,None,120,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/holi-v3-altmtl
bao/base,holi-v3-altmtl,LRG,recon_particle2_correlation_smu,0.4-0.6,SGC,default-FKP,None,116,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/holi-v3-altmtl
bao/base,holi-v3-altmtl,LRG,recon_particle2_correlation_smu,0.6-0.8,GCcomb,default-FKP,None,114,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/holi-v3-altmtl
bao/base,holi-v3-altmtl,LRG,recon_particle2_correlation_smu,0.6-0.8,NGC,default-FKP,None,120,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/holi-v3-altmtl
bao/base,holi-v3-altmtl,LRG,recon_particle2_correlation_smu,0.6-0.8,SGC,default-FKP,None,116,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/holi-v3-altmtl
bao/base,holi-v3-altmtl,LRG,recon_particle2_correlation_smu,0.8-1.1,GCcomb,default-FKP,None,114,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/holi-v3-altmtl
bao/base,holi-v3-altmtl,LRG,recon_particle2_correlation_smu,0.8-1.1,NGC,default-FKP,None,117,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/holi-v3-altmtl
bao/base,holi-v3-altmtl,LRG,recon_particle2_correlation_smu,0.8-1.1,SGC,default-FKP,None,116,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/holi-v3-altmtl
bao/base,holi-v3-altmtl,QSO,recon_mesh2_spectrum_poles,0.8-2.1,GCcomb,default-FKP,None,25,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/holi-v3-altmtl
bao/base,holi-v3-altmtl,QSO,recon_mesh2_spectrum_poles,0.8-2.1,NGC,default-FKP,None,42,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/holi-v3-altmtl
bao/base,holi-v3-altmtl,QSO,recon_mesh2_spectrum_poles,0.8-2.1,SGC,default-FKP,None,42,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/holi-v3-altmtl
bao/base,holi-v3-altmtl,QSO,recon_particle2_correlation_smu,0.8-2.1,GCcomb,default-FKP,None,25,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/holi-v3-altmtl
bao/base,holi-v3-altmtl,QSO,recon_particle2_correlation_smu,0.8-2.1,NGC,default-FKP,None,42,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/holi-v3-altmtl
bao/base,holi-v3-altmtl,QSO,recon_particle2_correlation_smu,0.8-2.1,SGC,default-FKP,None,42,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/holi-v3-altmtl
bao/base,glam-uchuu-v2-altmtl,ELG_LOPnotqso,recon_mesh2_spectrum_poles,0.8-1.1,GCcomb,default-FKP,None,560,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/glam-uchuu-v2-altmtl
bao/base,glam-uchuu-v2-altmtl,ELG_LOPnotqso,recon_mesh2_spectrum_poles,0.8-1.1,NGC,default-FKP,None,577,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/glam-uchuu-v2-altmtl
bao/base,glam-uchuu-v2-altmtl,ELG_LOPnotqso,recon_mesh2_spectrum_poles,0.8-1.1,SGC,default-FKP,None,573,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/glam-uchuu-v2-altmtl
bao/base,glam-uchuu-v2-altmtl,ELG_LOPnotqso,recon_mesh2_spectrum_poles,1.1-1.6,GCcomb,default-FKP,None,560,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/glam-uchuu-v2-altmtl
bao/base,glam-uchuu-v2-altmtl,ELG_LOPnotqso,recon_mesh2_spectrum_poles,1.1-1.6,NGC,default-FKP,None,575,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/glam-uchuu-v2-altmtl
bao/base,glam-uchuu-v2-altmtl,ELG_LOPnotqso,recon_mesh2_spectrum_poles,1.1-1.6,SGC,default-FKP,None,572,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/glam-uchuu-v2-altmtl
bao/base,glam-uchuu-v2-altmtl,ELG_LOPnotqso,recon_particle2_correlation_smu,0.8-1.1,GCcomb,default-FKP,None,560,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/glam-uchuu-v2-altmtl
bao/base,glam-uchuu-v2-altmtl,ELG_LOPnotqso,recon_particle2_correlation_smu,0.8-1.1,NGC,default-FKP,None,577,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/glam-uchuu-v2-altmtl
bao/base,glam-uchuu-v2-altmtl,ELG_LOPnotqso,recon_particle2_correlation_smu,0.8-1.1,SGC,default-FKP,None,573,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/glam-uchuu-v2-altmtl
bao/base,glam-uchuu-v2-altmtl,ELG_LOPnotqso,recon_particle2_correlation_smu,1.1-1.6,GCcomb,default-FKP,None,560,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/glam-uchuu-v2-altmtl
bao/base,glam-uchuu-v2-altmtl,ELG_LOPnotqso,recon_particle2_correlation_smu,1.1-1.6,NGC,default-FKP,None,575,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/glam-uchuu-v2-altmtl
bao/base,glam-uchuu-v2-altmtl,ELG_LOPnotqso,recon_particle2_correlation_smu,1.1-1.6,SGC,default-FKP,None,572,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/glam-uchuu-v2-altmtl
bao/base,glam-uchuu-v2-altmtl,LRG,recon_mesh2_spectrum_poles,0.4-0.6,GCcomb,default-FKP,None,645,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/glam-uchuu-v2-altmtl
bao/base,glam-uchuu-v2-altmtl,LRG,recon_mesh2_spectrum_poles,0.4-0.6,NGC,default-FKP,None,645,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/glam-uchuu-v2-altmtl
bao/base,glam-uchuu-v2-altmtl,LRG,recon_mesh2_spectrum_poles,0.4-0.6,SGC,default-FKP,None,645,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/glam-uchuu-v2-altmtl
bao/base,glam-uchuu-v2-altmtl,LRG,recon_mesh2_spectrum_poles,0.6-0.8,GCcomb,default-FKP,None,640,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/glam-uchuu-v2-altmtl
bao/base,glam-uchuu-v2-altmtl,LRG,recon_mesh2_spectrum_poles,0.6-0.8,NGC,default-FKP,None,645,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/glam-uchuu-v2-altmtl
bao/base,glam-uchuu-v2-altmtl,LRG,recon_mesh2_spectrum_poles,0.6-0.8,SGC,default-FKP,None,645,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/glam-uchuu-v2-altmtl
bao/base,glam-uchuu-v2-altmtl,LRG,recon_mesh2_spectrum_poles,0.8-1.1,GCcomb,default-FKP,None,640,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/glam-uchuu-v2-altmtl
bao/base,glam-uchuu-v2-altmtl,LRG,recon_mesh2_spectrum_poles,0.8-1.1,NGC,default-FKP,None,645,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/glam-uchuu-v2-altmtl
bao/base,glam-uchuu-v2-altmtl,LRG,recon_mesh2_spectrum_poles,0.8-1.1,SGC,default-FKP,None,645,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/glam-uchuu-v2-altmtl
bao/base,glam-uchuu-v2-altmtl,LRG,recon_particle2_correlation_smu,0.4-0.6,GCcomb,default-FKP,None,641,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/glam-uchuu-v2-altmtl
bao/base,glam-uchuu-v2-altmtl,LRG,recon_particle2_correlation_smu,0.4-0.6,NGC,default-FKP,None,645,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/glam-uchuu-v2-altmtl
bao/base,glam-uchuu-v2-altmtl,LRG,recon_particle2_correlation_smu,0.4-0.6,SGC,default-FKP,None,645,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/glam-uchuu-v2-altmtl
bao/base,glam-uchuu-v2-altmtl,LRG,recon_particle2_correlation_smu,0.6-0.8,GCcomb,default-FKP,None,640,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/glam-uchuu-v2-altmtl
bao/base,glam-uchuu-v2-altmtl,LRG,recon_particle2_correlation_smu,0.6-0.8,NGC,default-FKP,None,645,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/glam-uchuu-v2-altmtl
bao/base,glam-uchuu-v2-altmtl,LRG,recon_particle2_correlation_smu,0.6-0.8,SGC,default-FKP,None,645,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/glam-uchuu-v2-altmtl
bao/base,glam-uchuu-v2-altmtl,LRG,recon_particle2_correlation_smu,0.8-1.1,GCcomb,default-FKP,None,640,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/glam-uchuu-v2-altmtl
bao/base,glam-uchuu-v2-altmtl,LRG,recon_particle2_correlation_smu,0.8-1.1,NGC,default-FKP,None,645,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/glam-uchuu-v2-altmtl
bao/base,glam-uchuu-v2-altmtl,LRG,recon_particle2_correlation_smu,0.8-1.1,SGC,default-FKP,None,645,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/glam-uchuu-v2-altmtl
bao/base,uchuu-hf-altmtl,ELG_LOPnotqso,recon_mesh2_spectrum_poles,0.8-1.1,GCcomb,default-FKP,None,1,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/uchuu-hf-altmtl
bao/base,uchuu-hf-altmtl,ELG_LOPnotqso,recon_mesh2_spectrum_poles,0.8-1.1,NGC,default-FKP,None,1,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/uchuu-hf-altmtl
bao/base,uchuu-hf-altmtl,ELG_LOPnotqso,recon_mesh2_spectrum_poles,0.8-1.1,SGC,default-FKP,None,1,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/uchuu-hf-altmtl
bao/base,uchuu-hf-altmtl,ELG_LOPnotqso,recon_mesh2_spectrum_poles,1.1-1.6,GCcomb,default-FKP,None,1,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/uchuu-hf-altmtl
bao/base,uchuu-hf-altmtl,ELG_LOPnotqso,recon_mesh2_spectrum_poles,1.1-1.6,NGC,default-FKP,None,1,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/uchuu-hf-altmtl
bao/base,uchuu-hf-altmtl,ELG_LOPnotqso,recon_mesh2_spectrum_poles,1.1-1.6,SGC,default-FKP,None,1,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/uchuu-hf-altmtl
bao/base,uchuu-hf-altmtl,LRG,recon_mesh2_spectrum_poles,0.4-0.6,GCcomb,default-FKP,None,1,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/uchuu-hf-altmtl
bao/base,uchuu-hf-altmtl,LRG,recon_mesh2_spectrum_poles,0.4-0.6,NGC,default-FKP,None,1,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/uchuu-hf-altmtl
bao/base,uchuu-hf-altmtl,LRG,recon_mesh2_spectrum_poles,0.4-0.6,SGC,default-FKP,None,1,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/uchuu-hf-altmtl
bao/base,uchuu-hf-altmtl,LRG,recon_mesh2_spectrum_poles,0.6-0.8,GCcomb,default-FKP,None,1,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/uchuu-hf-altmtl
bao/base,uchuu-hf-altmtl,LRG,recon_mesh2_spectrum_poles,0.6-0.8,NGC,default-FKP,None,1,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/uchuu-hf-altmtl
bao/base,uchuu-hf-altmtl,LRG,recon_mesh2_spectrum_poles,0.6-0.8,SGC,default-FKP,None,1,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/uchuu-hf-altmtl
bao/base,uchuu-hf-altmtl,LRG,recon_mesh2_spectrum_poles,0.8-1.1,GCcomb,default-FKP,None,1,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/uchuu-hf-altmtl
bao/base,uchuu-hf-altmtl,LRG,recon_mesh2_spectrum_poles,0.8-1.1,NGC,default-FKP,None,1,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/uchuu-hf-altmtl
bao/base,uchuu-hf-altmtl,LRG,recon_mesh2_spectrum_poles,0.8-1.1,SGC,default-FKP,None,1,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/uchuu-hf-altmtl
bao/base,uchuu-hf-altmtl,LRG+ELG,recon_mesh2_spectrum_poles,0.8-1.1,GCcomb,default-FKP,None,1,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/uchuu-hf-altmtl
bao/base,uchuu-hf-altmtl,LRG+ELG,recon_mesh2_spectrum_poles,0.8-1.1,NGC,default-FKP,None,1,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/uchuu-hf-altmtl
bao/base,uchuu-hf-altmtl,LRG+ELG,recon_mesh2_spectrum_poles,0.8-1.1,SGC,default-FKP,None,1,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/uchuu-hf-altmtl
bao/base,uchuu-hf-altmtl,QSO,recon_mesh2_spectrum_poles,0.8-2.1,GCcomb,default-FKP,None,1,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/uchuu-hf-altmtl
bao/base,uchuu-hf-altmtl,QSO,recon_mesh2_spectrum_poles,0.8-2.1,NGC,default-FKP,None,1,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/uchuu-hf-altmtl
bao/base,uchuu-hf-altmtl,QSO,recon_mesh2_spectrum_poles,0.8-2.1,SGC,default-FKP,None,1,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/bao/base/uchuu-hf-altmtl
full_shape/base,holi-v3-altmtl,ELG_LOPnotqso,mesh2_spectrum_poles,0.8-1.1,GCcomb,default-FKP,None,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,ELG_LOPnotqso,mesh2_spectrum_poles,0.8-1.1,NGC,default-FKP,None,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,ELG_LOPnotqso,mesh2_spectrum_poles,0.8-1.1,SGC,default-FKP,None,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,ELG_LOPnotqso,mesh2_spectrum_poles,1.1-1.6,GCcomb,default-FKP,None,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,ELG_LOPnotqso,mesh2_spectrum_poles,1.1-1.6,NGC,default-FKP,None,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,ELG_LOPnotqso,mesh2_spectrum_poles,1.1-1.6,SGC,default-FKP,None,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,ELG_LOPnotqso,mesh2_spectrum_poles,0.8-1.1,GCcomb,default-FKP,auw,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,ELG_LOPnotqso,mesh2_spectrum_poles,0.8-1.1,NGC,default-FKP,auw,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,ELG_LOPnotqso,mesh2_spectrum_poles,0.8-1.1,SGC,default-FKP,auw,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,ELG_LOPnotqso,mesh2_spectrum_poles,1.1-1.6,GCcomb,default-FKP,auw,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,ELG_LOPnotqso,mesh2_spectrum_poles,1.1-1.6,NGC,default-FKP,auw,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,ELG_LOPnotqso,mesh2_spectrum_poles,1.1-1.6,SGC,default-FKP,auw,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,ELG_LOPnotqso,mesh2_spectrum_poles,0.8-1.1,GCcomb,default-FKP,thetacut,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,ELG_LOPnotqso,mesh2_spectrum_poles,0.8-1.1,NGC,default-FKP,thetacut,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,ELG_LOPnotqso,mesh2_spectrum_poles,0.8-1.1,SGC,default-FKP,thetacut,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,ELG_LOPnotqso,mesh2_spectrum_poles,1.1-1.6,GCcomb,default-FKP,thetacut,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,ELG_LOPnotqso,mesh2_spectrum_poles,1.1-1.6,NGC,default-FKP,thetacut,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,ELG_LOPnotqso,mesh2_spectrum_poles,1.1-1.6,SGC,default-FKP,thetacut,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,ELG_LOPnotqso,mesh3_spectrum_sugiyama-diagonal_poles,0.8-1.1,GCcomb,default-FKP,None,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,ELG_LOPnotqso,mesh3_spectrum_sugiyama-diagonal_poles,0.8-1.1,NGC,default-FKP,None,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,ELG_LOPnotqso,mesh3_spectrum_sugiyama-diagonal_poles,0.8-1.1,SGC,default-FKP,None,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,ELG_LOPnotqso,mesh3_spectrum_sugiyama-diagonal_poles,1.1-1.6,GCcomb,default-FKP,None,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,ELG_LOPnotqso,mesh3_spectrum_sugiyama-diagonal_poles,1.1-1.6,NGC,default-FKP,None,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,ELG_LOPnotqso,mesh3_spectrum_sugiyama-diagonal_poles,1.1-1.6,SGC,default-FKP,None,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,ELG_LOPnotqso,particle2_correlation_smu,0.8-1.1,GCcomb,default-FKP,None,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,ELG_LOPnotqso,particle2_correlation_smu,0.8-1.1,NGC,default-FKP,None,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
